1,1,9.99000999000999E-4,LDAgent@14,(Offer  bid:Bid[a: a1, b: b2, c: c1, d: d1, ])
166,2,0.16583416583416583,ParsCat@15,(Offer  bid:Bid[a: a2, b: b3, c: c2, d: d1, ])
166,3,0.16583416583416583,SYAgent@16,(Offer  bid:Bid[a: a3, b: b3, c: c3, d: d1, ])
167,1,0.16683316683316685,LDAgent@14,(Offer  bid:Bid[a: a1, b: b4, c: c1, d: d4, ])
167,2,0.16683316683316685,ParsCat@15,(Offer  bid:Bid[a: a2, b: b3, c: c2, d: d1, ])
167,3,0.16683316683316685,SYAgent@16,(Offer  bid:Bid[a: a3, b: b3, c: c3, d: d4, ])
168,1,0.16783216783216784,LDAgent@14,(Offer  bid:Bid[a: a1, b: b3, c: c1, d: d2, ])
168,2,0.16783216783216784,ParsCat@15,(Offer  bid:Bid[a: a2, b: b2, c: c2, d: d2, ])
168,3,0.16783216783216784,SYAgent@16,(Offer  bid:Bid[a: a3, b: b2, c: c3, d: d1, ])
169,1,0.16883116883116883,LDAgent@14,(Offer  bid:Bid[a: a1, b: b1, c: c1, d: d3, ])
169,2,0.16883116883116883,ParsCat@15,(Offer  bid:Bid[a: a2, b: b3, c: c2, d: d4, ])
169,3,0.16883116883116883,SYAgent@16,(Offer  bid:Bid[a: a3, b: b4, c: c3, d: d1, ])
170,1,0.16983016983016982,LDAgent@14,(Offer  bid:Bid[a: a1, b: b2, c: c1, d: d1, ])
170,2,0.16983016983016982,ParsCat@15,(Offer  bid:Bid[a: a2, b: b3, c: c2, d: d1, ])
170,3,0.16983016983016982,SYAgent@16,(Offer  bid:Bid[a: a3, b: b4, c: c3, d: d4, ])
171,1,0.17082917082917082,LDAgent@14,(Offer  bid:Bid[a: a1, b: b2, c: c1, d: d4, ])
171,2,0.17082917082917082,ParsCat@15,(Offer  bid:Bid[a: a2, b: b2, c: c2, d: d2, ])
171,3,0.17082917082917082,SYAgent@16,(Offer  bid:Bid[a: a3, b: b2, c: c3, d: d1, ])
172,1,0.17182817182817184,LDAgent@14,(Offer  bid:Bid[a: a1, b: b1, c: c1, d: d1, ])
172,2,0.17182817182817184,ParsCat@15,(Offer  bid:Bid[a: a2, b: b2, c: c2, d: d2, ])
172,3,0.17182817182817184,SYAgent@16,(Offer  bid:Bid[a: a3, b: b2, c: c3, d: d4, ])
173,1,0.17282717282717283,LDAgent@14,(Offer  bid:Bid[a: a1, b: b4, c: c1, d: d1, ])
173,2,0.17282717282717283,ParsCat@15,(Offer  bid:Bid[a: a2, b: b3, c: c2, d: d1, ])
173,3,0.17282717282717283,SYAgent@16,(Offer  bid:Bid[a: a3, b: b2, c: c3, d: d1, ])
174,1,0.17382617382617382,LDAgent@14,(Offer  bid:Bid[a: a1, b: b2, c: c1, d: d1, ])
174,2,0.17382617382617382,ParsCat@15,(Offer  bid:Bid[a: a2, b: b3, c: c2, d: d1, ])
174,3,0.17382617382617382,SYAgent@16,(Offer  bid:Bid[a: a3, b: b4, c: c3, d: d4, ])
175,1,0.17482517482517482,LDAgent@14,(Offer  bid:Bid[a: a1, b: b1, c: c1, d: d2, ])
175,2,0.17482517482517482,ParsCat@15,(Offer  bid:Bid[a: a2, b: b2, c: c2, d: d2, ])
175,3,0.17482517482517482,SYAgent@16,(Offer  bid:Bid[a: a3, b: b1, c: c3, d: d1, ])
176,1,0.17582417582417584,LDAgent@14,(Offer  bid:Bid[a: a1, b: b1, c: c1, d: d3, ])
176,2,0.17582417582417584,ParsCat@15,(Offer  bid:Bid[a: a2, b: b3, c: c2, d: d4, ])
176,3,0.17582417582417584,SYAgent@16,(Offer  bid:Bid[a: a3, b: b4, c: c3, d: d4, ])
177,1,0.17682317682317683,LDAgent@14,(Offer  bid:Bid[a: a1, b: b1, c: c1, d: d4, ])
177,2,0.17682317682317683,ParsCat@15,(Offer  bid:Bid[a: a2, b: b3, c: c2, d: d4, ])
177,3,0.17682317682317683,SYAgent@16,(Offer  bid:Bid[a: a3, b: b4, c: c3, d: d4, ])
178,1,0.17782217782217782,LDAgent@14,(Offer  bid:Bid[a: a1, b: b4, c: c1, d: d2, ])
178,2,0.17782217782217782,ParsCat@15,(Offer  bid:Bid[a: a2, b: b3, c: c2, d: d4, ])
178,3,0.17782217782217782,SYAgent@16,(Offer  bid:Bid[a: a3, b: b3, c: c3, d: d4, ])
179,1,0.17882117882117882,LDAgent@14,(Offer  bid:Bid[a: a1, b: b1, c: c1, d: d2, ])
179,2,0.17882117882117882,ParsCat@15,(Offer  bid:Bid[a: a2, b: b3, c: c2, d: d1, ])
179,3,0.17882117882117882,SYAgent@16,(Offer  bid:Bid[a: a3, b: b1, c: c3, d: d4, ])
180,1,0.1798201798201798,LDAgent@14,(Offer  bid:Bid[a: a1, b: b3, c: c1, d: d3, ])
180,2,0.1798201798201798,ParsCat@15,(Offer  bid:Bid[a: a2, b: b2, c: c2, d: d2, ])
180,3,0.1798201798201798,SYAgent@16,(Offer  bid:Bid[a: a3, b: b2, c: c3, d: d4, ])
181,1,0.18081918081918083,LDAgent@14,(Offer  bid:Bid[a: a1, b: b4, c: c1, d: d2, ])
181,2,0.18081918081918083,ParsCat@15,(Offer  bid:Bid[a: a2, b: b2, c: c2, d: d2, ])
181,3,0.18081918081918083,SYAgent@16,(Offer  bid:Bid[a: a3, b: b3, c: c3, d: d4, ])
182,1,0.18181818181818182,LDAgent@14,(Offer  bid:Bid[a: a1, b: b3, c: c1, d: d4, ])
182,2,0.18181818181818182,ParsCat@15,(Offer  bid:Bid[a: a2, b: b3, c: c2, d: d4, ])
182,3,0.18181818181818182,SYAgent@16,(Offer  bid:Bid[a: a3, b: b2, c: c3, d: d4, ])
183,1,0.18281718281718282,LDAgent@14,(Offer  bid:Bid[a: a1, b: b3, c: c1, d: d3, ])
183,2,0.18281718281718282,ParsCat@15,(Offer  bid:Bid[a: a2, b: b3, c: c2, d: d4, ])
183,3,0.18281718281718282,SYAgent@16,(Offer  bid:Bid[a: a3, b: b1, c: c3, d: d1, ])
184,1,0.1838161838161838,LDAgent@14,(Offer  bid:Bid[a: a1, b: b4, c: c1, d: d2, ])
184,2,0.1838161838161838,ParsCat@15,(Offer  bid:Bid[a: a2, b: b3, c: c2, d: d4, ])
184,3,0.1838161838161838,SYAgent@16,(Offer  bid:Bid[a: a3, b: b1, c: c3, d: d1, ])
185,1,0.1848151848151848,LDAgent@14,(Offer  bid:Bid[a: a1, b: b4, c: c1, d: d2, ])
185,2,0.1848151848151848,ParsCat@15,(Offer  bid:Bid[a: a2, b: b3, c: c2, d: d4, ])
185,3,0.1848151848151848,SYAgent@16,(Offer  bid:Bid[a: a3, b: b2, c: c3, d: d4, ])
186,1,0.18581418581418582,LDAgent@14,(Offer  bid:Bid[a: a1, b: b4, c: c1, d: d1, ])
186,2,0.18581418581418582,ParsCat@15,(Offer  bid:Bid[a: a2, b: b2, c: c2, d: d2, ])
186,3,0.18581418581418582,SYAgent@16,(Offer  bid:Bid[a: a3, b: b2, c: c3, d: d1, ])
187,1,0.18681318681318682,LDAgent@14,(Offer  bid:Bid[a: a1, b: b3, c: c1, d: d3, ])
187,2,0.18681318681318682,ParsCat@15,(Offer  bid:Bid[a: a2, b: b3, c: c2, d: d1, ])
187,3,0.18681318681318682,SYAgent@16,(Offer  bid:Bid[a: a3, b: b2, c: c3, d: d4, ])
188,1,0.1878121878121878,LDAgent@14,(Offer  bid:Bid[a: a1, b: b2, c: c1, d: d2, ])
188,2,0.1878121878121878,ParsCat@15,(Offer  bid:Bid[a: a2, b: b3, c: c2, d: d4, ])
188,3,0.1878121878121878,SYAgent@16,(Offer  bid:Bid[a: a3, b: b2, c: c3, d: d2, ])
189,1,0.1888111888111888,LDAgent@14,(Offer  bid:Bid[a: a1, b: b3, c: c1, d: d1, ])
189,2,0.1888111888111888,ParsCat@15,(Offer  bid:Bid[a: a2, b: b2, c: c2, d: d2, ])
189,3,0.1888111888111888,SYAgent@16,(Offer  bid:Bid[a: a3, b: b2, c: c3, d: d2, ])
190,1,0.18981018981018982,LDAgent@14,(Offer  bid:Bid[a: a1, b: b1, c: c1, d: d4, ])
190,2,0.18981018981018982,ParsCat@15,(Offer  bid:Bid[a: a2, b: b2, c: c2, d: d2, ])
190,3,0.18981018981018982,SYAgent@16,(Offer  bid:Bid[a: a3, b: b2, c: c3, d: d2, ])
191,1,0.19080919080919082,LDAgent@14,(Offer  bid:Bid[a: a1, b: b1, c: c1, d: d3, ])
191,2,0.19080919080919082,ParsCat@15,(Offer  bid:Bid[a: a2, b: b3, c: c2, d: d4, ])
191,3,0.19080919080919082,SYAgent@16,(Offer  bid:Bid[a: a3, b: b4, c: c3, d: d4, ])
192,1,0.1918081918081918,LDAgent@14,(Offer  bid:Bid[a: a1, b: b1, c: c1, d: d4, ])
192,2,0.1918081918081918,ParsCat@15,(Offer  bid:Bid[a: a2, b: b3, c: c2, d: d1, ])
192,3,0.1918081918081918,SYAgent@16,(Offer  bid:Bid[a: a3, b: b2, c: c3, d: d2, ])
193,1,0.1928071928071928,LDAgent@14,(Offer  bid:Bid[a: a1, b: b3, c: c1, d: d3, ])
193,2,0.1928071928071928,ParsCat@15,(Offer  bid:Bid[a: a2, b: b3, c: c2, d: d1, ])
193,3,0.1928071928071928,SYAgent@16,(Offer  bid:Bid[a: a3, b: b3, c: c3, d: d4, ])
194,1,0.1938061938061938,LDAgent@14,(Offer  bid:Bid[a: a1, b: b2, c: c1, d: d4, ])
194,2,0.1938061938061938,ParsCat@15,(Offer  bid:Bid[a: a2, b: b2, c: c2, d: d2, ])
194,3,0.1938061938061938,SYAgent@16,(Offer  bid:Bid[a: a3, b: b4, c: c3, d: d1, ])
195,1,0.19480519480519481,LDAgent@14,(Offer  bid:Bid[a: a1, b: b4, c: c1, d: d1, ])
195,2,0.19480519480519481,ParsCat@15,(Offer  bid:Bid[a: a2, b: b3, c: c2, d: d1, ])
195,3,0.19480519480519481,SYAgent@16,(Offer  bid:Bid[a: a3, b: b4, c: c3, d: d1, ])
196,1,0.1958041958041958,LDAgent@14,(Offer  bid:Bid[a: a1, b: b4, c: c1, d: d1, ])
196,2,0.1958041958041958,ParsCat@15,(Offer  bid:Bid[a: a2, b: b3, c: c2, d: d1, ])
196,3,0.1958041958041958,SYAgent@16,(Offer  bid:Bid[a: a3, b: b4, c: c3, d: d4, ])
197,1,0.1968031968031968,LDAgent@14,(Offer  bid:Bid[a: a1, b: b2, c: c1, d: d4, ])
197,2,0.1968031968031968,ParsCat@15,(Offer  bid:Bid[a: a2, b: b3, c: c2, d: d1, ])
197,3,0.1968031968031968,SYAgent@16,(Offer  bid:Bid[a: a3, b: b2, c: c3, d: d1, ])
198,1,0.1978021978021978,LDAgent@14,(Offer  bid:Bid[a: a1, b: b1, c: c1, d: d2, ])
198,2,0.1978021978021978,ParsCat@15,(Offer  bid:Bid[a: a2, b: b4, c: c2, d: d2, ])
198,3,0.1978021978021978,SYAgent@16,(Offer  bid:Bid[a: a3, b: b2, c: c3, d: d4, ])
199,1,0.19880119880119881,LDAgent@14,(Offer  bid:Bid[a: a1, b: b3, c: c1, d: d3, ])
199,2,0.19880119880119881,ParsCat@15,(Offer  bid:Bid[a: a2, b: b4, c: c2, d: d2, ])
199,3,0.19880119880119881,SYAgent@16,(Offer  bid:Bid[a: a3, b: b4, c: c3, d: d1, ])
200,1,0.1998001998001998,LDAgent@14,(Offer  bid:Bid[a: a1, b: b2, c: c1, d: d4, ])
200,2,0.1998001998001998,ParsCat@15,(Offer  bid:Bid[a: a2, b: b3, c: c2, d: d4, ])
200,3,0.1998001998001998,SYAgent@16,(Offer  bid:Bid[a: a3, b: b2, c: c3, d: d2, ])
201,1,0.2007992007992008,LDAgent@14,(Offer  bid:Bid[a: a1, b: b2, c: c1, d: d4, ])
201,2,0.2007992007992008,ParsCat@15,(Offer  bid:Bid[a: a2, b: b3, c: c2, d: d1, ])
201,3,0.2007992007992008,SYAgent@16,(Offer  bid:Bid[a: a3, b: b2, c: c3, d: d4, ])
202,1,0.2017982017982018,LDAgent@14,(Offer  bid:Bid[a: a1, b: b2, c: c1, d: d1, ])
202,2,0.2017982017982018,ParsCat@15,(Offer  bid:Bid[a: a2, b: b3, c: c2, d: d1, ])
202,3,0.2017982017982018,SYAgent@16,(Offer  bid:Bid[a: a3, b: b1, c: c3, d: d1, ])
203,1,0.20279720279720279,LDAgent@14,(Offer  bid:Bid[a: a1, b: b3, c: c1, d: d4, ])
203,2,0.20279720279720279,ParsCat@15,(Offer  bid:Bid[a: a2, b: b3, c: c2, d: d1, ])
203,3,0.20279720279720279,SYAgent@16,(Offer  bid:Bid[a: a3, b: b4, c: c3, d: d4, ])
204,1,0.2037962037962038,LDAgent@14,(Offer  bid:Bid[a: a1, b: b4, c: c1, d: d4, ])
204,2,0.2037962037962038,ParsCat@15,(Offer  bid:Bid[a: a2, b: b4, c: c2, d: d2, ])
204,3,0.2037962037962038,SYAgent@16,(Offer  bid:Bid[a: a3, b: b1, c: c3, d: d4, ])
205,1,0.2047952047952048,LDAgent@14,(Offer  bid:Bid[a: a1, b: b4, c: c1, d: d2, ])
205,2,0.2047952047952048,ParsCat@15,(Offer  bid:Bid[a: a2, b: b3, c: c2, d: d4, ])
205,3,0.2047952047952048,SYAgent@16,(Offer  bid:Bid[a: a3, b: b1, c: c3, d: d4, ])
206,1,0.2057942057942058,LDAgent@14,(Offer  bid:Bid[a: a1, b: b2, c: c1, d: d2, ])
206,2,0.2057942057942058,ParsCat@15,(Offer  bid:Bid[a: a2, b: b3, c: c2, d: d1, ])
206,3,0.2057942057942058,SYAgent@16,(Offer  bid:Bid[a: a3, b: b1, c: c3, d: d1, ])
207,1,0.20679320679320679,LDAgent@14,(Offer  bid:Bid[a: a1, b: b3, c: c1, d: d1, ])
207,2,0.20679320679320679,ParsCat@15,(Offer  bid:Bid[a: a2, b: b3, c: c2, d: d4, ])
207,3,0.20679320679320679,SYAgent@16,(Offer  bid:Bid[a: a3, b: b4, c: c3, d: d4, ])
208,1,0.2077922077922078,LDAgent@14,(Offer  bid:Bid[a: a1, b: b2, c: c1, d: d3, ])
208,2,0.2077922077922078,ParsCat@15,(Offer  bid:Bid[a: a2, b: b3, c: c2, d: d4, ])
208,3,0.2077922077922078,SYAgent@16,(Offer  bid:Bid[a: a3, b: b3, c: c3, d: d1, ])
209,1,0.2087912087912088,LDAgent@14,(Offer  bid:Bid[a: a1, b: b1, c: c1, d: d4, ])
209,2,0.2087912087912088,ParsCat@15,(Offer  bid:Bid[a: a2, b: b3, c: c2, d: d4, ])
209,3,0.2087912087912088,SYAgent@16,(Offer  bid:Bid[a: a3, b: b1, c: c3, d: d4, ])
210,1,0.2097902097902098,LDAgent@14,(Offer  bid:Bid[a: a1, b: b4, c: c1, d: d1, ])
210,2,0.2097902097902098,ParsCat@15,(Offer  bid:Bid[a: a2, b: b3, c: c2, d: d1, ])
210,3,0.2097902097902098,SYAgent@16,(Offer  bid:Bid[a: a3, b: b2, c: c3, d: d3, ])
211,1,0.21078921078921078,LDAgent@14,(Offer  bid:Bid[a: a1, b: b1, c: c1, d: d4, ])
211,2,0.21078921078921078,ParsCat@15,(Offer  bid:Bid[a: a2, b: b3, c: c2, d: d1, ])
211,3,0.21078921078921078,SYAgent@16,(Offer  bid:Bid[a: a3, b: b4, c: c3, d: d1, ])
212,1,0.21178821178821178,LDAgent@14,(Offer  bid:Bid[a: a1, b: b3, c: c1, d: d2, ])
212,2,0.21178821178821178,ParsCat@15,(Offer  bid:Bid[a: a2, b: b3, c: c2, d: d4, ])
212,3,0.21178821178821178,SYAgent@16,(Offer  bid:Bid[a: a3, b: b2, c: c3, d: d3, ])
213,1,0.2127872127872128,LDAgent@14,(Offer  bid:Bid[a: a1, b: b1, c: c1, d: d2, ])
213,2,0.2127872127872128,ParsCat@15,(Offer  bid:Bid[a: a2, b: b3, c: c2, d: d4, ])
213,3,0.2127872127872128,SYAgent@16,(Offer  bid:Bid[a: a3, b: b1, c: c3, d: d1, ])
214,1,0.2137862137862138,LDAgent@14,(Offer  bid:Bid[a: a1, b: b3, c: c1, d: d2, ])
214,2,0.2137862137862138,ParsCat@15,(Offer  bid:Bid[a: a2, b: b3, c: c2, d: d4, ])
214,3,0.2137862137862138,SYAgent@16,(Offer  bid:Bid[a: a3, b: b2, c: c3, d: d4, ])
215,1,0.21478521478521478,LDAgent@14,(Offer  bid:Bid[a: a1, b: b4, c: c1, d: d1, ])
215,2,0.21478521478521478,ParsCat@15,(Offer  bid:Bid[a: a2, b: b3, c: c2, d: d1, ])
215,3,0.21478521478521478,SYAgent@16,(Offer  bid:Bid[a: a3, b: b2, c: c3, d: d4, ])
216,1,0.21578421578421578,LDAgent@14,(Offer  bid:Bid[a: a1, b: b3, c: c1, d: d1, ])
216,2,0.21578421578421578,ParsCat@15,(Offer  bid:Bid[a: a2, b: b3, c: c2, d: d4, ])
216,3,0.21578421578421578,SYAgent@16,(Offer  bid:Bid[a: a3, b: b3, c: c3, d: d4, ])
217,1,0.21678321678321677,LDAgent@14,(Offer  bid:Bid[a: a1, b: b3, c: c1, d: d1, ])
217,2,0.21678321678321677,ParsCat@15,(Offer  bid:Bid[a: a2, b: b3, c: c2, d: d4, ])
217,3,0.21678321678321677,SYAgent@16,(Offer  bid:Bid[a: a3, b: b2, c: c3, d: d3, ])
218,1,0.2177822177822178,LDAgent@14,(Offer  bid:Bid[a: a1, b: b1, c: c1, d: d4, ])
218,2,0.2177822177822178,ParsCat@15,(Offer  bid:Bid[a: a2, b: b3, c: c2, d: d1, ])
218,3,0.2177822177822178,SYAgent@16,(Offer  bid:Bid[a: a3, b: b3, c: c3, d: d4, ])
219,1,0.21878121878121878,LDAgent@14,(Offer  bid:Bid[a: a1, b: b1, c: c1, d: d3, ])
219,2,0.21878121878121878,ParsCat@15,(Offer  bid:Bid[a: a2, b: b4, c: c2, d: d2, ])
219,3,0.21878121878121878,SYAgent@16,(Offer  bid:Bid[a: a3, b: b4, c: c3, d: d4, ])
220,1,0.21978021978021978,LDAgent@14,(Offer  bid:Bid[a: a1, b: b1, c: c1, d: d1, ])
220,2,0.21978021978021978,ParsCat@15,(Offer  bid:Bid[a: a2, b: b3, c: c2, d: d4, ])
220,3,0.21978021978021978,SYAgent@16,(Offer  bid:Bid[a: a3, b: b2, c: c3, d: d2, ])
221,1,0.22077922077922077,LDAgent@14,(Offer  bid:Bid[a: a1, b: b3, c: c1, d: d2, ])
221,2,0.22077922077922077,ParsCat@15,(Offer  bid:Bid[a: a2, b: b4, c: c2, d: d2, ])
221,3,0.22077922077922077,SYAgent@16,(Offer  bid:Bid[a: a3, b: b2, c: c3, d: d2, ])
222,1,0.2217782217782218,LDAgent@14,(Offer  bid:Bid[a: a1, b: b3, c: c1, d: d2, ])
222,2,0.2217782217782218,ParsCat@15,(Offer  bid:Bid[a: a2, b: b2, c: c2, d: d3, ])
222,3,0.2217782217782218,SYAgent@16,(Offer  bid:Bid[a: a3, b: b2, c: c3, d: d4, ])
223,1,0.22277722277722278,LDAgent@14,(Offer  bid:Bid[a: a1, b: b3, c: c1, d: d3, ])
223,2,0.22277722277722278,ParsCat@15,(Offer  bid:Bid[a: a2, b: b3, c: c2, d: d1, ])
223,3,0.22277722277722278,SYAgent@16,(Offer  bid:Bid[a: a3, b: b2, c: c3, d: d3, ])
224,1,0.22377622377622378,LDAgent@14,(Offer  bid:Bid[a: a1, b: b1, c: c1, d: d4, ])
224,2,0.22377622377622378,ParsCat@15,(Offer  bid:Bid[a: a2, b: b3, c: c2, d: d4, ])
224,3,0.22377622377622378,SYAgent@16,(Offer  bid:Bid[a: a3, b: b4, c: c3, d: d1, ])
225,1,0.22477522477522477,LDAgent@14,(Offer  bid:Bid[a: a1, b: b4, c: c1, d: d1, ])
225,2,0.22477522477522477,ParsCat@15,(Offer  bid:Bid[a: a2, b: b3, c: c2, d: d4, ])
225,3,0.22477522477522477,SYAgent@16,(Offer  bid:Bid[a: a3, b: b3, c: c3, d: d1, ])
226,1,0.22577422577422576,LDAgent@14,(Offer  bid:Bid[a: a1, b: b3, c: c1, d: d2, ])
226,2,0.22577422577422576,ParsCat@15,(Offer  bid:Bid[a: a2, b: b4, c: c2, d: d2, ])
226,3,0.22577422577422576,SYAgent@16,(Offer  bid:Bid[a: a3, b: b3, c: c3, d: d1, ])
227,1,0.22677322677322678,LDAgent@14,(Offer  bid:Bid[a: a1, b: b2, c: c1, d: d4, ])
227,2,0.22677322677322678,ParsCat@15,(Offer  bid:Bid[a: a2, b: b2, c: c2, d: d3, ])
227,3,0.22677322677322678,SYAgent@16,(Offer  bid:Bid[a: a3, b: b4, c: c3, d: d1, ])
228,1,0.22777222777222778,LDAgent@14,(Offer  bid:Bid[a: a1, b: b4, c: c1, d: d2, ])
228,2,0.22777222777222778,ParsCat@15,(Offer  bid:Bid[a: a2, b: b2, c: c2, d: d3, ])
228,3,0.22777222777222778,SYAgent@16,(Offer  bid:Bid[a: a3, b: b2, c: c3, d: d2, ])
229,1,0.22877122877122877,LDAgent@14,(Offer  bid:Bid[a: a1, b: b2, c: c1, d: d1, ])
229,2,0.22877122877122877,ParsCat@15,(Offer  bid:Bid[a: a2, b: b2, c: c2, d: d3, ])
229,3,0.22877122877122877,SYAgent@16,(Offer  bid:Bid[a: a3, b: b2, c: c3, d: d3, ])
230,1,0.22977022977022976,LDAgent@14,(Offer  bid:Bid[a: a1, b: b3, c: c1, d: d4, ])
230,2,0.22977022977022976,ParsCat@15,(Offer  bid:Bid[a: a2, b: b2, c: c2, d: d3, ])
230,3,0.22977022977022976,SYAgent@16,(Offer  bid:Bid[a: a3, b: b2, c: c3, d: d3, ])
231,1,0.23076923076923078,LDAgent@14,(Offer  bid:Bid[a: a1, b: b3, c: c1, d: d3, ])
231,2,0.23076923076923078,ParsCat@15,(Offer  bid:Bid[a: a2, b: b2, c: c2, d: d3, ])
231,3,0.23076923076923078,SYAgent@16,(Offer  bid:Bid[a: a3, b: b4, c: c3, d: d1, ])
232,1,0.23176823176823177,LDAgent@14,(Offer  bid:Bid[a: a1, b: b1, c: c1, d: d3, ])
232,2,0.23176823176823177,ParsCat@15,(Offer  bid:Bid[a: a2, b: b3, c: c2, d: d4, ])
232,3,0.23176823176823177,SYAgent@16,(Offer  bid:Bid[a: a3, b: b3, c: c3, d: d1, ])
233,1,0.23276723276723277,LDAgent@14,(Offer  bid:Bid[a: a1, b: b2, c: c1, d: d4, ])
233,2,0.23276723276723277,ParsCat@15,(Offer  bid:Bid[a: a2, b: b3, c: c2, d: d1, ])
233,3,0.23276723276723277,SYAgent@16,(Offer  bid:Bid[a: a3, b: b3, c: c3, d: d1, ])
234,1,0.23376623376623376,LDAgent@14,(Offer  bid:Bid[a: a1, b: b4, c: c1, d: d2, ])
234,2,0.23376623376623376,ParsCat@15,(Offer  bid:Bid[a: a2, b: b4, c: c2, d: d2, ])
234,3,0.23376623376623376,SYAgent@16,(Offer  bid:Bid[a: a3, b: b4, c: c3, d: d4, ])
235,1,0.23476523476523475,LDAgent@14,(Offer  bid:Bid[a: a1, b: b1, c: c1, d: d2, ])
235,2,0.23476523476523475,ParsCat@15,(Offer  bid:Bid[a: a2, b: b2, c: c2, d: d3, ])
235,3,0.23476523476523475,SYAgent@16,(Offer  bid:Bid[a: a3, b: b2, c: c3, d: d2, ])
236,1,0.23576423576423577,LDAgent@14,(Offer  bid:Bid[a: a1, b: b3, c: c1, d: d4, ])
236,2,0.23576423576423577,ParsCat@15,(Offer  bid:Bid[a: a2, b: b3, c: c2, d: d4, ])
236,3,0.23576423576423577,SYAgent@16,(Offer  bid:Bid[a: a3, b: b4, c: c3, d: d4, ])
237,1,0.23676323676323677,LDAgent@14,(Offer  bid:Bid[a: a1, b: b3, c: c1, d: d3, ])
237,2,0.23676323676323677,ParsCat@15,(Offer  bid:Bid[a: a2, b: b3, c: c2, d: d1, ])
237,3,0.23676323676323677,SYAgent@16,(Offer  bid:Bid[a: a3, b: b3, c: c3, d: d4, ])
238,1,0.23776223776223776,LDAgent@14,(Offer  bid:Bid[a: a1, b: b1, c: c1, d: d1, ])
238,2,0.23776223776223776,ParsCat@15,(Offer  bid:Bid[a: a2, b: b4, c: c2, d: d2, ])
238,3,0.23776223776223776,SYAgent@16,(Offer  bid:Bid[a: a3, b: b4, c: c3, d: d4, ])
239,1,0.23876123876123875,LDAgent@14,(Offer  bid:Bid[a: a1, b: b1, c: c1, d: d4, ])
239,2,0.23876123876123875,ParsCat@15,(Offer  bid:Bid[a: a2, b: b2, c: c2, d: d3, ])
239,3,0.23876123876123875,SYAgent@16,(Offer  bid:Bid[a: a3, b: b2, c: c3, d: d3, ])
240,1,0.23976023976023977,LDAgent@14,(Offer  bid:Bid[a: a1, b: b2, c: c1, d: d3, ])
240,2,0.23976023976023977,ParsCat@15,(Offer  bid:Bid[a: a2, b: b4, c: c2, d: d2, ])
240,3,0.23976023976023977,SYAgent@16,(Offer  bid:Bid[a: a3, b: b3, c: c3, d: d4, ])
241,1,0.24075924075924077,LDAgent@14,(Offer  bid:Bid[a: a1, b: b1, c: c1, d: d3, ])
241,2,0.24075924075924077,ParsCat@15,(Offer  bid:Bid[a: a2, b: b4, c: c2, d: d2, ])
241,3,0.24075924075924077,SYAgent@16,(Offer  bid:Bid[a: a3, b: b1, c: c3, d: d1, ])
242,1,0.24175824175824176,LDAgent@14,(Offer  bid:Bid[a: a1, b: b1, c: c1, d: d4, ])
242,2,0.24175824175824176,ParsCat@15,(Offer  bid:Bid[a: a2, b: b2, c: c2, d: d3, ])
242,3,0.24175824175824176,SYAgent@16,(Offer  bid:Bid[a: a3, b: b2, c: c3, d: d3, ])
243,1,0.24275724275724275,LDAgent@14,(Offer  bid:Bid[a: a1, b: b1, c: c1, d: d2, ])
243,2,0.24275724275724275,ParsCat@15,(Offer  bid:Bid[a: a2, b: b4, c: c2, d: d2, ])
243,3,0.24275724275724275,SYAgent@16,(Offer  bid:Bid[a: a3, b: b4, c: c3, d: d1, ])
244,1,0.24375624375624375,LDAgent@14,(Offer  bid:Bid[a: a1, b: b2, c: c1, d: d2, ])
244,2,0.24375624375624375,ParsCat@15,(Offer  bid:Bid[a: a2, b: b4, c: c2, d: d2, ])
244,3,0.24375624375624375,SYAgent@16,(Offer  bid:Bid[a: a3, b: b4, c: c3, d: d3, ])
245,1,0.24475524475524477,LDAgent@14,(Offer  bid:Bid[a: a1, b: b4, c: c1, d: d4, ])
245,2,0.24475524475524477,ParsCat@15,(Offer  bid:Bid[a: a2, b: b2, c: c2, d: d3, ])
245,3,0.24475524475524477,SYAgent@16,(Offer  bid:Bid[a: a3, b: b4, c: c3, d: d4, ])
246,1,0.24575424575424576,LDAgent@14,(Offer  bid:Bid[a: a1, b: b4, c: c1, d: d4, ])
246,2,0.24575424575424576,ParsCat@15,(Offer  bid:Bid[a: a2, b: b2, c: c2, d: d3, ])
246,3,0.24575424575424576,SYAgent@16,(Offer  bid:Bid[a: a3, b: b2, c: c3, d: d3, ])
247,1,0.24675324675324675,LDAgent@14,(Offer  bid:Bid[a: a1, b: b2, c: c1, d: d1, ])
247,2,0.24675324675324675,ParsCat@15,(Offer  bid:Bid[a: a2, b: b4, c: c2, d: d2, ])
247,3,0.24675324675324675,SYAgent@16,(Offer  bid:Bid[a: a3, b: b2, c: c3, d: d3, ])
248,1,0.24775224775224775,LDAgent@14,(Offer  bid:Bid[a: a1, b: b2, c: c1, d: d3, ])
248,2,0.24775224775224775,ParsCat@15,(Offer  bid:Bid[a: a2, b: b2, c: c2, d: d3, ])
248,3,0.24775224775224775,SYAgent@16,(Offer  bid:Bid[a: a3, b: b4, c: c3, d: d4, ])
